[Updated: August 8, 2018]
John Adams
Thomas Jefferson
Aaron Burr
George Clinton
Elbridge Gerry
Daniel D. Tompkins
John C. Calhoun
Martin Van Buren
Richard Mentor Johnson
John Tyler
George M. Dallas
Millard Fillmore
William R. King
John C. Breckinridge
Hannibal Hamlin
Andrew Johnson
Schuyler Colfax
Henry Wilson
William A. Wheeler
Chester A. Arthur
Thomas A. Hendricks
Levi P. Morton
Adlai E. Stevenson
Garret Hobart
Theodore Roosevelt
Charles W. Fairbanks
James S. Sherman
Thomas R. Marshall
Calvin Coolidge
Charles G. Dawes
Charles Curtis
John Nance Garner
Henry A. Wallace
Harry Truman
Alben W. Barkley
Richard Nixon
Lyndon B. Johnson
Hubert Humphrey
Spiro Agnew
Gerald Ford
Nelson A. Rockefeller
Walter Mondale
George H.W. Bush
Dan Quayle
Al Gore
Dick Cheney
Joe Biden
Mike Pence